,Video Id,Title,Description,Category
2212,_PxLNcIQQb4,"UP TALKS | Interaction of Science, Technology and Society Through Time","UP TALKS Interaction of Science, Technology and Society Through Time Alipio Garcia Alipio T. Garcia is a professor of Physics at UP Baguio, teaching for ...",Science & Technology
2213,nsekn7x_qTo,Aarambh UPSC CSE 2021 | Science &amp; Tech | Bio Technology | Part-1 | Santosh Sharma #UPSC prelims,S K Sharma and more top educators are teaching live on Unacademy Subscription. Use Special Code “SSLIVE” to get 10% discount on your Unacademy ...,Science & Technology
2214,05EYl-v1_Lo,SHANGHAI FAKE MARKETS - SCIENCE AND TECHNOLOGY - CHINA ARIL 2017,"Shanghai Fake Markets @ Science and Technology on Subway Line 2. Inside of the metro stop is where the fake markets are located. They're are tons of stores, ...",Science & Technology
2215,HW9z9GQxYgU,Space &amp; Technology (Part-5) | Science &amp; Tech for UPSC CSE 2021/2022/2023 | Devraj Verma,"In this session, Devraj Verma will be teaching Space & Technology (Part-5) of Science & Tech Series for UPSC CSE 2021/2022/2023 Aspirants. Unacademy ...",Science & Technology
2216,ycYwrW8Xq-A,Demo class - Science &amp; Tech | IAS Prelims Online Course | Drishti IAS,For Buy Online Courses: Admission Page Link- https://www.drishtiias.com/pendrive-courses-registration For fee and other details click on this link- ...,Science & Technology
2217,GVpAN-b3zQw,Commencement - Marine Academy of Science and Technology - Class of 2020,MAST Principal: Mr. Earl Moore MCVSD Superintendent: Mr. Timothy McCorkell MCVSD Assistant Superintendent: Dr. Charles Ford Produced and Edited by: ...,Science & Technology
2218,LXRKzQHp7Ao,International Undergraduate Programs in Science and Technology,"International Undergraduate Programs   School of Engineering： Electrical Engineering and Computer Science, Applied Chemistry, Civil Engineering, ...",Science & Technology
2219,UxGeY-wWKrA,Science &amp; Technology Current affairs/ವಿಜ್ಞಾನ &amp; ತಂತ್ರಜ್ಞಾನ | PSI/PC/FDA/SDA/IAS/KAS | PART-1 |,puneethforum #scienceandtechnology Hi I am puneeth. welcome to our you tube Channel Puneeth Forum. About this Video - Science and technology most ...,Science & Technology
2220,pacrQ96PfZs,"Portfolio Committee on Higher Education, Science and Technology, 23 March 2021","Portfolio Committee on Higher Education, Science and Technology, (National Assembly), [Engagement with the Department of Higher Education and Training ...",Science & Technology
2221,-V6EpJOcwTU,Degree level prelims | final stretch - 1 |science and technology,DEGREELEVELPRELIMS #PSC#LAKSHYAPSC 10th mains & degree Level prelims crash courses | phone : 8592092008 | 8592092050 Down Load Our App: ...,Science & Technology
2222,DVkPdD7vO94,🔥 Science &amp; Technology | Lecture 1 | UPSC Prelims 2021 | Join Telegram |,TARGETUPSC​ #UPSCPrelims2021 #science&technology https://telegram.me/target30upsc​ Science and Tech Module by Dr.Sudarshan Lodha Limited ...,Science & Technology
2223,DX_pl9FN_JM,Junior Waec (BECE) Basic Science &amp; Technology Questions | Episode 2,Flashlearners Junior Waec (BECE) Basic Science and Technology Series Episode 1. BECE Past and Likely Questions With Detailed Explanations. Feel Free to ...,Science & Technology
2224,jtUaDa3rbVc,Computer Science &amp; Technology(CST)future Scope,Computer science and technology Duratation : 3 years (6 semester) Approximately cost : 1.2L-1.8L(depends on College) Computer Science Technology is a ...,Science & Technology
2225,miN7HOhmU4s,Study Food Science &amp; Technology at Cardiff Met,Explore our Food Science & Technology labs based on our Llandaff Campus.,Science & Technology
2226,RdREI97SGro,Top 5 Programs of NUST | National University of Science &amp; Technology | Islamabad | Yousuf Almas,"NUST is a public research university under administration of Pakistan Armed Forces with its main campus in Islamabad, Pakistan. The university offers ...",Science & Technology
2227,F05sxfazRts,Changing Science &amp; Technology Landscape in India: Propelling into the Future,"Talk by Dr. Renu Swarup (Secretary to the Govt. of India, Dept. of Biotechnology) on the topic 'Changing Science & Technology Landscape in India: Propelling ...",Science & Technology
2228,WL3haTT7tvY,KERALA PSC : SCIENCE AND TECHNOLOGY അതിഗംഭീരമായി പഠിക്കാം,Official telegram channel https://t.me/hajaspsc MISSION ALPHABET DAY 1 https://youtu.be/effrkv2popY MISSION ALPHABET DAY 2 ...,Science & Technology
2229,_jICN2IKKJg,SMARTER PHILIPPINES DOST DEPARTMENT OF SCIENCE AND TECHNOLOGY,SMARTER PHILIPPINES DOST DEPARTMENT OF SCIENCE AND TECHNOLOGY.,Science & Technology
2230,cHDRSUUGWgo,Advancing Science and Technology Innovation By Crossing the Art-Science-Design Interface,"Prof. Donald E. Ingber, Founding Director of the Wyss Institute for Biologically Inspired Engineering at Harvard University.",Science & Technology
2231,O3oApSLIDJE,UPSC IAS Knowledge Lecture Series - Science &amp; Technology # 6 - Protein Folding - PT&#39;s IAS Academy,Namaste students and welcome to UPSC IAS Knowledge Lecture Series - Science & Technology # 6 - Concepts 7 - Covid Protein Decoding - Protein Folding ...,Science & Technology
2232,2qCVwzGbodw,science and technology January To December 2020 || Useful For All Competitive Exams,"https://pay670.stores.instamojo.com/product/244743/2020-current-affairs-roundap_year-book/ అందరికి నమస్కారములు, మీరు కోరిన విధంగా ఇయర్ ...",Science & Technology
2233,1bSHDPupcCI,L15: Biotechnology (Part - 3) I Science &amp; Technology (UPSC CSE - Hindi) I Madhukar Kotawe,This lesson starts with a discussion on Biotechnology (Part - 3). It is a very important topic in Science & Technology for the preparation of UPSC Exams.,Science & Technology
2234,-B0dvYhxEKA,SCIENCE &amp; TECHNOLOGY || HAREESH ACADEMY || GENERAL SCIENCE,SCIENCE & TECHNOLOGY (GENERAL SCIENCE) FOR ALL COMPETITIVE EXAMS #ScienceandTechnology #HareeshTheBestAcademy #GeneralScience ...,Science & Technology
2235,J3JHrAt9QOU,TU Delft - Online Open Dag Maart 2021 | Life Science &amp; Technology,Meer informatie: www.tudelft.nl/bsc/lst.,Science & Technology
2236,eGZnle3F-CE,PSC SCERT - SCIENCE &amp; TECHNOLOGY | HUMAN BODY | NERVOUS SYSTEM | PSC DEGREE LEVEL PRELIMS |LDC MAINS,PSC SCERT BASED - SCIENCE & TECHNOLOGY | HUMAN BODY | NERVOUS SYSTEM | BRAIN | DISEASES AFFECTING NERVOUS SYSTEM | PSC ...,Science & Technology
2237,WFfvjLQu69k,MPSC-State Services Main Exam- Science &amp; Technology Space Technology Space Centers &amp; Launch Vehicles,"MPSC - State Services Main Exam - Science & Technology Space Technology Space Centers & Launch Vehicles By Prof. Umakant Waghmare; 06/05/2021, ...",Science & Technology
2238,wV48H4J1QAU,Science and Technology for Degree Level Prelims,"In this session, Jyothish will discuss science and technology for degree level prelims - topic study ENROL to Unacademy Subscription: ...",Science & Technology
2239,bWaB1N-CIG4,Jordan University of Science and Technology 2018..Documentary film Eng,Jordan University of Science and Technology Documentary film Eng.,Science & Technology
2240,B3-wGERgTv0,"Lehigh Campus Tour: Health, Science &amp; Technology Building","Eliza Howard '21 shares more about HST (Health, Science & Technology).",Science & Technology
2241,4u3f7_p1i8c,Dr.John Hagelin: Veda and Physics: The Science and Technology of the Unified Field,"John Hagelin (Ph.D. Quantum Physics) addresses the International Conference to Re-Establish Vedic India, 20 February, 2015 on Veda and Physics: The ...",Science & Technology
2242,QgQ8lB8sAC4,Reet/Rtet science science and Technology part- 2,reet #rtet #science Reet/Rtet science chemistry: https://www.youtube.com/playlist?list=PLhFd_p8B-MdUWSOIBjeo97M9NPOvnFajR Reet/Rtet 2019 science ...,Science & Technology
2243,Hz4EQhduKoM,"Ethics of Science and Technology, by professor Peter-Paul Verbeek",Presentation of Peter-Paul Verbeek for the University Wide Ethics Committee about the ethical work he is engaged in within the Philosophy department of the ...,Science & Technology
2244,F0I-XPRiYV0,Plasma Bank | Science &amp; Tech | AAGAAZ 2.0 UPSC CSE/IAS Prelims 2021,"In this session, Sachin Kadam will be teaching about Science and Technology for UPSC CSE/IAS 2022/23 Sachin Umrao Kadam's Course details: ...",Science & Technology
2245,YhPS60nYzcI,Top 10 Food Science &amp; Technology Institute/College/University in India ! Salary of Food Technologist,Top 10 Food Science & Technology Institute/College/University in India ! Salary of Food Technologist. Top 10 Government College/Institute For Biotechnology !,Science & Technology
2246,woS9rqm47nA,Studying Food Science and Technology: Expectation vs Reality,Video ini dibuat oleh mahasiswa program studi Ilmu dan Teknologi Pangan Universitas Bakrie. Mereka membuat perbandingan antara anggapan orang umum ...,Science & Technology
2247,1zoYZTYN4S4,Human Flourishing in Science and Technology,"Hi! Yes, I allow everyone to copy the video or the thoughts you may get from it. Hope this video helps you in your studies! xx PS. I made the voice over at 2am in ...",Science & Technology
2248,Y-Ge5si8cV4,NERIST  NORTH EASTERN REGIONAL INSTITUTE OF SCIENCE AND TECHNOLOGY-Promo,This video gives a brief description about North Eastern Regional Institute of Science & Technology And it's Alumini.North Eastern Regional Institute of Science ...,Science & Technology
2249,_2dQiAFvnJQ,Prelims वार्षिकांक | Science &amp; Technology | April 2020 | Part 2 | UPSC CSE PRE 2021 | S.K. Sharma,"This is the latest video in the ""Prelims वार्षिकांक | Environment & Ecology for UPSC CSE 2021/22"" by Santosh Sharma. This is a very helpful video for all ...",Science & Technology
2250,R_BI6HXJYEY,"Indian Institute of Engineering Science &amp; Technology, Shibpur | Campus Tour | IIEST Shibpur, Howrah","IIEST #IIESTShibpur #CampusTour #ShikshaAdvisor Indian Institute of Engineering Science and Technology, Shibpur (IIEST Shibpur), erstwhile B.E. College ...",Science & Technology
2251,NOEJqiB4pMM,"Portfolio Committee on Higher Education, Science and Technology, 01 April 2021","Portfolio Committee on Higher Education, Science and Technology, (National Assembly), [Follow-up engagement with the Cape Peninsula University of ...",Science & Technology
2252,sK89AreENPY,SP Masterchef by Diploma in Food Science &amp; Technology,"Singapore Polytechnic turns 60 this year! To celebrate our birthday, we are throwing the first ever SP Masterchef cookout featuring 12 SP, secondary school and ...",Science & Technology
2253,DoI5QbNKVsY,Science of Bob Lazar&#39;s Element 115 Explored,================ UFOs and Area 51: The Bob Lazar Video and Excerpts from The Government Bible is currently available on Amazon Prime! You might also ...,Science & Technology
2254,h3-Pj-zbEq8,The Real Science of Forensics,"In this episode of SciShow, we're going to investigate a murder. But first, we're going to have to learn all about forensics, the use of science in criminal law -- and ...",Science & Technology
2255,2ZdqWHFLdPA,All about IIST- Indian Institute of Space Science &amp; Technology - Institute of Importance Series 4,How to get admission to IIST? What is the required criteria for rank at IIT JEE? Get to know all these related answers in the video. God Bless. Hope it Helps.,Science & Technology
2256,T9Dt4Dsm84Q,"Sathyabama Institute of Science and Technology, Admission Open for 2021 -2022.www.sathyabama.ac.in","Sathyabama Institute of Science and Technology,Admission Open for 2021 -2022.www.sathyabama.ac.in - Contact : 9940058263 , 9940168007 ...",Science & Technology
2257,jujzYv3G4ts,Zhejiang University  of Science and Technology (ZUST),"A useful video for international students planning to come and study at ZUST, I hope it will be useful. #Fall In Love With China https://youtu.be/jujzYv345ts.",Science & Technology
2258,MYNxJ8zmAYo,विज्ञान एवं प्रौद्योगिकी करेंट अफेयर्स 2021| Science and Technology | Current Affairs 2021 |Gk trick,Step 4: Take advantage of the Inaugural offer : 50% off on the fee for the Century Batch course. Here is why you should be part of the Century Batch : 1.,Science & Technology
2259,Ns40vNRKphE,IAS/PCS 2021|लक्ष्य Batch 2.0|Science &amp; Technology |Sumit Sir| जैव प्रौद्योगिकी  | 17,IAS/PCS 2021|लक्ष्य Batch 2.0|Science & Technology |Sumit Sir| जैव प्रौद्योगिकी | 17 Join UPPCS PT 2021 प्रारम्भ BATCH ...,Science & Technology
2260,CqfLe0srgK0,About Sudan university of science and technology (SUST),,Science & Technology
2261,NmZej-aZ2FM,SCIENCE &amp; TECHNOLOGY | ഏതൊക്കെ SCERT പാഠഭാഗങ്ങൾ പഠിക്കണം | TIPS N TRCKS,SCIENCE & TECHNOLOGY | ഏതൊക്കെ SCERT പാഠഭാഗങ്ങൾ പഠിക്കണം | TIPS N TRCKS PSC Challenger - https://bit.ly/Challenger-TipsNTricks Degree ...,Science & Technology
2262,LnD5WyYS2XU,Ep. 353 w/ Marc Boudria VP of Science &amp; Technology at HyperGiant,Office of Machine Intelligence The space where impossibility intersects reality. Where companies speed beyond norms and realize an exploded potential. Where ...,Science & Technology
2263,rYGTuA85_GI,Buying a gimbal at Science &amp; Technology market,So yesterday I went to the market at the Science and Technology Metro Station here in Shanghai. I went there to buy a gimbal and a microphone to hopefully ...,Science & Technology
2264,MQ7JSdlhepQ,Promo: Institute of Nano Science and Technology,"To boost research and development in the field of Nanoscience and Nanotechnology in India, the Institute of Nano Science and Technology or INST, ...",Science & Technology
2265,jSf-289d7AM,Current News Revision for SCIENCE AND TECHNOLOGY (February - April 2020),#CurrentNewsRevision #ScienceAndTechnologyFebruaryToApril2020 #DrishtiIasCurrentNewsBulletin To buy Hindi Literature and IAS ...,Science & Technology
2266,In0TBHMhBJQ,Opearation Nethra: Weekly Curent Affairs on Science &amp; Technology | APPSC &amp; TSPSC | D. Malleswari,"""In this class, Malleswari Reddy Ma'am will discuss Weekly Science & Technology Current Affairs Revision. This class will be useful for candidates preparing for ...",Science & Technology
2267,25o1G0epZ4M,General Science and Technology | Objective Questions | Analytical Answers | Praveen S | Sadhana,Sadhana_Academy #Manjunatha_B Science and Technology General Science Physics General Science MCQs in Kannada Science and Technology MCQs in ...,Science & Technology
2268,sxaUymdZV8s,Indian Institute of Space Science and Technology (IIST),"All about Indian Institute of Space Science and Technology, Thiruvananthapuram.",Science & Technology
2269,-2G-WE_nP-s,Trevor Pinch: Science and Technology,"Podcast with Trevor Pinch about crashing planes, macho bikes, psychedelic music, synthesizers, transcontinental cables, solar neutrinos social constructivism, ...",Science & Technology
2270,IOY3paroyq4,Science &amp; Technology | NCERT From Basic Level | UPSC CSE/IAS 20222/23 | Sanjay kumar Shah,Sanjay Kumar Shah and more top educators are teaching live on Unacademy. Use code “SKS10” to get 10% off on your Unacademy Subscription. In this video ...,Science & Technology
2271,92t3z7OC5w8,Open Day 2020 - Master of Science and Technology - REPLAY [ENG],École Polytechnique's Master of Science and Technology Programs is a two-year course that provide you with state-of-the-art multidisciplinary education.,Science & Technology
2272,Wx7zN36jVqY,ডকুমেন্টরি- Jessore University of Science and Technology (JUST) by CineProjonmo,Jessore University of Science and Technology (JUST) started functioning from the 2009–2010 session. The class of the first batch of the students began on 10 ...,Science & Technology
2273,KsgMNiw_xfY,President Ashraf Ghani&#39;s speech at 2nd Islamic Summit on Science and Technology,سخنرانی رئیس جمهور محمد اشرف غنی در دومین نشست سران کشورهای اسلامی --- د اسلامي هېوادونو د مشرانو دویمې ناستې ته د جمهوررئیس محمد اشرف غني وینا.,Science & Technology
2274,7TsVx3VzXak,#Science Future science &amp; technology | Underground Alien Bases | &#39;invisible&#39; life on Earth,Science Future science & technology | Underground Alien Bases | 'invisible' life on Earth Script - Karn Singh Team - Savage's Clan Mastered by - Karn Singh ...,Science & Technology
2275,dQ8R4ip5AlE,COMPLETE EXERCISE || UNIT 20 || SCIENCE AND TECHNOLOGY || GRADE 11 ENGLISH NEW COURSE,"class 11 unit 20 science and technology exercise, Unit 20 || GRADE 11 ENGLISH NEW COURSE Welcome to this channel Dreams Learning Zone. It is an ...",Science & Technology
2276,RcF4KlnXxUM,CSE 2021 Conclave | Science and Technology by Mr. Ayaz Khan | NEXT IAS,"NEXT IAS presents CSE 2021 CONCLAVE ""Simplifying Civil Services Exam Preparation"" from 10th to 15th October 2020 on NEXT IAS YouTube Channel.",Science & Technology
2277,CJu6Auds_ec,US China Competitive in Research and Development - Science and Technology Current Affairs for UPSC,US #China Competitive in #ResearchandDevelopment - #ScienceandTechnology #CurrentAffairs for #UPSC studyiq | study iq | study iq current affairs | June ...,Science & Technology
2278,Keqw0dFw7pY,IMPORTANCE OF SCIENCE AND TECHNOLOGY IN  DAILY LIFE IN TELUGU ||INDHUWADANA.,aparamedhavi#scienceandtechnology.,Science & Technology
2279,TNmVG_9uXe4,Science &amp; Technology (Part 1)|Kerala PSC DEGREE LEVEL Preliminary Exam |SIPPY NOURDEEN,Kerala PSC Degree Level (Prelims cum Mains ) Complete Course Lead by SIPPY NOURDEEN Contact 9747201900 for Degree Level (Prelims cum Mains ) ...,Science & Technology
2280,Hyn37tp2k9Q,Student Interview | Food Science and Technology - Study in the UK | Cardiff Met International,"International Student Chiew from Malaysia speaks to us about her experience as an International Student in the UK. She discusses her course with us, MSc ...",Science & Technology
2281,znV14bBFls8,Hindi Current Affairs | Science &amp; Technology | 21 June - 27 June,,Science & Technology
2282,PSBhLRxsmgs,UPSC IAS Knowledge Lecture Series - Science &amp; Technology # 7 - Interstellar movie analysis Exam POV,Namaste students and welcome to UPSC IAS Knowledge Lecture Series - Science & Technology # 7 - Movie Analysis 1 - Interstellar movie analysis exam point ...,Science & Technology
2283,VC2-XxkTVGE,Informal Speaking (Simulated Conversation) #4 Theme: Science and Technology,Tema: Science and Technology/ Effects of Technology on Self and Society #AP Spanish #Language and Culture # Simulated conversation #Informal Speaking ...,Science & Technology
2284,Bg8UqYKcHhE,Science &amp; Technology- HUMAN BODY |Degree Level Prelims - Secretariat Assistant,eMeryt Learning App ടെലിഗ്രാം ചാനലിൽ സന്ദർശിക്കുക (NOTES & GUIDANCE) - https://t.me/eMeryt​​​​​​​​​​​​​​​​ ​ LDC/LGS Mains ...,Science & Technology
2285,Ok2H_UpoX40,Huazhong University of Science and Technology | 华中科技大学,"Join ISAC Teach In China Program, Be A Language Teacher At Chinese University) Huazhong University of Science and Technology beautiful campus and ...",Science & Technology
2286,5EjHH88hAng,"SRM Institute Of Science &amp; Technology, Ghaziyabad(Delhi NCR) Full Review.","Hello Guys,   Welcome to MyPal Education. Are you worried to choose right college for you? Are you worried to choose right career option? Are you not good at ...",Science & Technology
2287,UKED27OmNZg,Target WBCS - 2021 | Science &amp; Technology | WBCS| MCQ Class | Arup Chakaraborty,"Welcome Learners, In today's live class your mentor Mr. Arup Chakraborty is going to solve some very important MCQs from Science and Technology subject.",Science & Technology
2288,4--OcOMaWZU,THE HUMAN FLOURISHING IN SCIENCE AND TECHNOLOGY,"GEDCORE 06: Science, Technology, and Society.",Science & Technology
2289,kbxGqBWAQU4,Science and Technology | Missiles Technology | Manjunatha B | Sadhana Academy | Shikaripura,Science and Technology #Manjunatha_B #Sadhana_Academy Our Telegram Link: https://t.me/sadhanaacademyskp Indian Missiles BrahMos Agni Missiles ...,Science & Technology
2290,00PJBCho7b8,Degree Level Prelims | Science and Technology - 1 | Secretariat Assistant 2021| PSC Padashala,In this video we are discussing contribution of prominent Indian scientists Science and Technology Lecture 1.,Science & Technology
2291,IHA6ifDgQ6k,Write a short essay on Science and Technology | English,ScienceandTechnology #Essay #Preparestudies #Handwriting #English Write a short essay on Science and Technology Facebook ...,Science & Technology
2292,iSku-OfUEcI,Why Science and Technology Stagnated in Star Trek Discovery Season 3 Future,Patreon: https://www.patreon.com/NitpickingNerd Major Grin Channel : https://www.youtube.com/channel/UC70RHgm8FoCkN2163piIfVg Old General Grin ...,Science & Technology
2293,A_oQP5vBFhg,"विज्ञान और प्रौद्योगिकी करंट अफेयर्स 2020 |science and technology current affairs 2020| railway, ssc","GI tags 2020 | भौगोलिक संकेतक 2020 | gi tags 2020 current affairs | railway, ssc, upasak, uppsc | 2020 के सारे मोबाइल ऐप और पोर्टल | mobile apps ...",Science & Technology
2294,CwYZEK9N3pY,L5: Weekly Quiz I Science &amp; Technology (UPSC CSE - Hindi) I Madhukar Kotawe,This lesson starts with a discussion on Weekly Quiz. It is a very important topic in Science & Technology for the preparation of UPSC Exams. In this lesson ...,Science & Technology
2295,U1ZNJEj9-4w,Science &amp; Technology - SECRETARIAT ASSISTANT Previous Year Questions,#eMerytADMISSION​​​​​​​​​​​​​​​ #974720190​0​​​,Science & Technology
2296,ZlK1QoM_qAo,Kimberly TallBear: Decolonizing Science and Technology,Kimberly TallBear is Canada Research Chair in Native Studies at the University of Alberta. Indigenous peoples are usually at the receiving end of the scientific ...,Science & Technology
2297,4O9NEluntIM,Food Science and Technology Jobs in Sri Lanka | ආහාර නිෂ්පාදන ක්ෂේත්‍රයේ රැකියා අවස්ථා,"Food Technology | Food science and Technology | ආහාර තාක්ෂණය | Food technology Sinhala | Education channel, Food technology Sri Lanka | Tech Food ...",Science & Technology
2298,9kMAJOFKQpg,Science and Technology | 200 YSA 2021,The winners in this category have the ability to change the way we do and think about things. They also have the ability to come up with solutions to some of the ...,Science & Technology
2299,hlWPpc8Rl4g,"Vice Chancellor - Sathyabama Institute of Science and Technology,Chennai","Vice Chancellor - Sathyabama Institute of Science and Technology,Chennai.",Science & Technology
2300,DhqYoApq5ME,2020 Eisenhower Science &amp; Technology Leadership Academy 8th Grade Virtual Move Up Ceremony,ESTLA Students will be recognized for their academic achievements throughout the 2019-2020 school year via this virtual ceremony. Audio Credits: Pomp and ...,Science & Technology
2301,EccgydocuCg,Space science and technology policy launched - NBC,,Science & Technology
2302,FtZKlV9n6_g,Remote Sensing | सुदूर संवेदन | Science &amp; Technology for UPSC Prelims 2020 by Akhilesh Sir in Hindi,UPSC | IAS | UPSC Preparation | CSE | Science and Technology | UPSC 2020 | IAS Preparation | UPSC Exam | UPSC CSE | UPSC Prelims 2020 | Science and ...,Science & Technology
2303,17Qt8dc3eU4,Top 10 public  &quot;Engineering University&quot; &amp; &quot;Science &amp; Technology&quot; University Ranking in bd 2017,"Top 10 ""Engineering University"" & ""Science & Technology"" University Ranking in bd 2017.",Science & Technology
2304,7IU3Fa2eP7g,Chemical reaction and equations Class10 Science &amp; Technology-1|10th std SSC Maharashtra state board,10th #Science1 Maharashtra state board Science and technology part 1 Chemical reaction and equations 3rd lesson Types of chemical reaction Combination ...,Science & Technology
2305,8ScljoQVcyY,From where to prepare Science &amp; Technology syllabus of UPSC/PCS exams ? #shorts #upscpreparation,#scienceandtechnology #upscpreparation Shorts regarding One Liner News ...,Science & Technology
2306,ez60yrHdQuo,"Science and Technology| Nature Scope,Relevance of S &amp;T|PSC degree level|LDC Main Exam |My Notebook","Science and Technology| Nature Scope,Relevance of S &T|PSC degree level|LDC Main Exam |My Notebook Science and Technology|PSC degree level ...",Science & Technology
2307,2YCjWZyz00Y,Welcome to the Namibia University of Science and Technology,,Science & Technology
2308,rBqWueJgCkg,10 Jobs in Computer Science and Technology other than Software Developer | Yudi J,Top 10 Roles in Computer Science and Technology other than Software Developer | Yudi J In this video I explain what are the other roles you can work in ...,Science & Technology
2309,V1Tv2ukW3KE,GOD OF SCIENCE AND TECHNOLOGY | Pakistani Minister fawad chaudhry Roast | B for bAbA Ji,THIS VIDEO IS JUST A JOKE DON'T TAKE IT SERIOUSLY.... JUST A ENTERTAINMENT PURPOSE..... SECOND CHANNEL ...,Science & Technology
2310,bLTGCykcuaU,MSc Food Science and Technology - Mittal&#39;s Work Placement,International student Mittal discusses the year long work placement she has obtained as part of the two year MSc Food Science and Technology course at ...,Science & Technology
2311,vPpOBXi4NDc,"Graduates&#39; impressions of the Msc. Environmental Science &amp; Technology (Ghent University, Belgium)","Graduates from the Msc. in Environmental Science & Technology (Ghent University, Belgium) come from all over the world. 6 of them share their experiences ...",Science & Technology
2312,RoETsBxdGd0,Science and Technology for Competitive Exams Part -1| ವಿಜ್ಞಾನ ಮತ್ತು ತಂತ್ರಜ್ಞಾನ | By Amaresh Pothnal,"Timestamps: Few Important Questions covered in this video 1:15 - Introduction to Importance of Science and Technology for Competitive Exams including IAS, ...",Science & Technology
2313,PCtgcZpswdU,What if consumers could use devices to sequence DNA? [Science and Technology Podcast],"Sequencing and analysis of the human genome, all the genetic information stored in our DNA, enable understanding about a person's ancestry, health and ...",Science & Technology
2314,pWNJkocUgGk,IAS Prelims Revision 2021 | Science and Technology MCQs - Module 1,learningspaceIAS #upscprelims2021 #ScienceandTechnology 0:00 - Intro 1:00 - Industrially produced Trans-fatty acids 3:31 - Indian Cotton Cultivation 6:50 ...,Science & Technology
2315,rPpi6pmHYbQ,3MT 2015 MALAYSIA Nor Ain Hussein (UTM) 1st Prize : Science &amp; Technology,,Science & Technology
2316,gjc7N6DfQp0,Part 2 of Historical Antecedents in the Course of Science and Technology (STS),"Science, Technology and Society Historical Antecedents in the Course of Science and Technology – Part 2 Greek, Roman and Chinese Civilizations. Medieval ...",Science & Technology
2317,cpRJvuv3WqI,विज्ञान एवं प्रौद्योगिकी करेंट अफेयर्स 2021 | Science and Technology Current Affairs 2021 | Current,current affairs 2021 pdf science and technology current affairs january 2021 science and technology current affairs for upsc 2021 science and technology current ...,Science & Technology
2318,D-TGtJUWKNo,KPSC | SCIENCE &amp; TECHNOLOGY FOR DEGREE LEVEL EXAMINATION | ADDA247 MALAYALAM,KPSC | SCIENCE & TECHNOLOGY FOR DEGREE LEVEL EXAMINATION | ADDA247 MALAYALAM Mission Kerala PSC 2021 | 12th Level Online Live Class ...,Science & Technology
2319,3niMVDURFMA,Islamic Golden Age 01 |Islamic Contribution in Modern Science and Technology | Faisal Warraich,"Role of Muslim Scientists in western Technology and Science, جدید سائنس اور ٹیکنالوجی میں مسلمان سائنسدانوں کا کردار، یورپ اور امریکہ کی ترقی میں مسلمانوں ...",Science & Technology
2320,OQh11muC7A4,Applied Science &amp; Technology Source (Полная запись вебинара),,Science & Technology
2321,YAJEpjdzHMM,Curbing COVID 19  The science &amp; technology behind COVID 19 contact tracing and vaccine distribution,,Science & Technology
2322,nbFVmspDNGo,Admission Open 2021 - Sathyabama Institute of Science and Technology,Admission Open 2021 - Sathyabama Institute of Science and Technology.,Science & Technology
2323,6k_ffzJjsyY,VISION IAS PT 365 OF 2021 (SCIENCE AND TECHNOLOGY) (PART 1) FOR UPSC @sirf IAS,COMPLETE EXPLAINATION OF #VISIONIAS #PT365 OF #scienceandtechnology #part1 FOR #2021 #UPSC JOIN OUR TELEGRAM CHANNEL FOR ...,Science & Technology
2324,H3RjcdINZEc,Science &amp; Technology in Kannada | KAS / FDA / SDA / PSI / KPSC | Chidanand Padadale,"In this session, Chidanand Padadale Discusses Science & Technology in Kannada helpful for Aspirants preparing for KAS, FDA, SDA, PSI. KPSC Exams.",Science & Technology
2325,6lpwVUtcJNE,"Sathyabama Institute of Science and Technology, Chennai. www.sathyabama.ac.in",,Science & Technology
2326,c0eZwLBHzi4,"Portfolio Committee on Higher Education, Science and Technology","(National Assembly), [Oversight Enquiry into the Appointment of Prof Mbati as the Vice-Chancellor of Sefako Makgatho University (Part A: UniVen) & Members ...",Science & Technology
2327,7pEnVuYykU4,Reet/Rtet 2019 science chemistry science and Technology part- 1,Reet2019 #Rtet2019 #scienceandtechnology #reetscience #Digestivesystem #force #pressure #heart #chemistry Reet/Rtet science chemistry: ...,Science & Technology
2328,ryWXkpu4R6U,SCIENCE AND TECHNOLOGY PREVIOUS YEAR QUESTIONS | PSC DEGREE LEVEL PRELIMINARY EXAM | TIPS N TRICKS,SCIENCE AND TECHNOLOGY PREVIOUS YEAR QUESTIONS | PSC DEGREE LEVEL PRELIMINARY EXAM | TIPS N TRICKS Degree Level Preliminary Study ...,Science & Technology
2329,TqffwuC1HZU,SCIENCE &amp; TECHNOLOGY| ALL COMPETITIVE EXAMS | THE BEST TIME TABLE FOR EVERY STUDENT  | Super Tips,SCIENCE & TECHNOLOGY| ALL COMPETITIVE EXAMS | THE BEST TIME TABLE FOR EVERY STUDENT | Super Tips #Adda247Telugu #APPSC #TSPSC ...,Science & Technology
2330,XNs6V9pDTAI,Defense Technology (Part-1) | Science &amp; Tech for UPSC CSE 2021/2022/2023 | Devraj Verma,"In this session, Devraj Verma will be teaching Defense Technology (Part-1) of Science & Tech Series for UPSC CSE 2021/2022/2023 Aspirants. Devraj ...",Science & Technology
2331,KtwSDcwYlLw,SCIENCE AND TECHNOLOGY PART 4 KERALA PSC,"science,#technology,#scienceandtechnology,#psc,#keralapsc.",Science & Technology
