ref,categorie,title,price,tags,description,image
 B6038000,bracelets,Logo bracelet,1810.0,"pink gold, diamonds","Double C de Cartier bracelet, 18K pink gold, set with 2 brilliant-cut diamonds of 0.04 carat.",/content/dam/rcq/car/58/56/67/585667.png
 N6713317,bracelets,Etincelle de Cartier bracelet,33500.0,"white gold, diamonds","Étincelle de Cartier bracelet, 18K white gold, set with 178 brilliant-cut diamonds totaling 2.58 carats.",/content/dam/rcq/car/18/12/34/6/1812346.png
 HP600115,bracelets,Etincelle de Cartier bracelet,103000.0,"platinum, diamonds","Étincelle de Cartier bracelet, 950‰ platinum, set with 370 brilliant-cut diamonds totaling 18.41 carats.",/content/dam/rcq/car/13/68/12/3/1368123.png
 H6019817,bracelets,Reflection de Cartier bracelet,263000.0,"white gold, diamonds","Large model Reflection de Cartier bracelet, 18K white gold, set with 166 baguette-cut diamonds totaling 12.96 carats, 30 princess-cut diamonds totaling 4.23 carats and 2 troidia-cut diamonds totaling 0.81 carats.",/content/dam/rcq/car/16/29/22/1/1629221.png
 B6048217,bracelets,Juste un Clou bracelet,6800.0,yellow gold,"Juste un Clou bracelet, classic, 18K yellow gold. Width: 3.5mm.",/content/dam/rcq/car/59/08/02/590802.png
 B6048117,bracelets,Juste un Clou bracelet,6800.0,pink gold,"Juste un Clou bracelet, classic, 18K rose gold. Width: 3.5mm.",/content/dam/rcq/car/58/35/02/583502.png
 B6048317,bracelets,Juste un Clou bracelet,7300.0,white gold,"Juste un Clou bracelet, classic, 18K white gold, rhodium-finish. Width: 3.5mm.",/content/dam/rcq/car/58/48/42/584842.png
 B6048517,bracelets,Juste un Clou bracelet,11800.0,"pink gold, diamonds","Juste un Clou bracelet, classic, 18K pink gold, set with 32 brilliant-cut diamonds totaling 0.59 carat. Width: 3.5mm.",/content/dam/rcq/car/59/16/74/591674.png
 B6048617,bracelets,Juste un Clou bracelet,11800.0,"yellow gold, diamonds","Juste un Clou bracelet, classic, 18K yellow gold, set with 32 brilliant-cut diamonds totaling 0.59 carat. Width: 3.5mm.",/content/dam/rcq/car/67/72/87/677287.png
 N6707317,bracelets,Juste un Clou bracelet,46700.0,"white gold, diamonds","Juste un Clou bracelet, classic, 18K white gold, set with 374 brilliant-cut diamonds totaling 2.26 carats.",/content/dam/rcq/car/67/72/96/677296.png
 B6048717,bracelets,Juste un Clou bracelet,12600.0,"white gold, diamonds","Juste un Clou bracelet, classic, 18K white gold, set with 32 brilliant-cut diamonds totaling 0.59 carat. Width: 3.5mm.",/content/dam/rcq/car/58/55/13/585513.png
 B6062617,bracelets,Juste un Clou bracelet SM,3050.0,yellow gold,"Juste un Clou bracelet, small model, 18K yellow gold. Width: 2.5mm.",/content/dam/rcq/car/17/02/55/3/1702553.png
 N6708617,bracelets,Juste un Clou bracelet,81000.0,"pink gold, diamonds","Juste un Clou bracelet, 18K pink gold, set with 624 brilliant-cut diamonds totaling 3.61 carats.",/content/dam/rcq/car/96/67/65/966765.png
 N6709817,bracelets,Juste un Clou bracelet,43600.0,"yellow gold, diamonds","Juste un Clou bracelet, classic, 18K yellow gold, set with 374 brilliant-cut diamonds totaling 2.26 carats.",/content/dam/rcq/car/10/22/51/6/1022516.png
 B6062517,bracelets,Juste un Clou bracelet SM,3050.0,pink gold,"Juste un Clou bracelet, small model, 18K rose gold. Width: 2.5mm.",/content/dam/rcq/car/17/02/55/2/1702552.png
 N6708417,bracelets,Juste un Clou bracelet,21200.0,"pink gold, diamonds","Juste un Clou bracelet, 18K pink gold, set with 62 brilliant-cut diamonds totaling 0.51 carats.",/content/dam/rcq/car/90/24/09/902409.png
 N6708517,bracelets,Juste un Clou bracelet,22700.0,"white gold, diamonds","Juste un Clou bracelet, 18K white gold, set with 62 brilliant-cut diamonds totaling 0.51 carats.",/content/dam/rcq/car/91/73/58/917358.png
 N6702117,bracelets,Juste un Clou bracelet,43600.0,"pink gold, diamonds","Juste un Clou bracelet, classic, 18K pink gold, set with 374 brilliant-cut diamonds totaling 2.26 carats.",/content/dam/rcq/car/13/45/21/0/1345210.png
 N6712517,bracelets,Juste un Clou bracelet,87500.0,"yellow gold, diamonds","Juste un Clou bracelet, large model, 18K yellow gold, set with 236 brilliant-cut diamonds totaling 4.40 carats.",/content/dam/rcq/car/14/65/61/1/1465611.png
 N6716817,bracelets,Juste un Clou bracelet,19900.0,"white gold, ceramic, diamonds","Juste un Clou bracelet, 18K white gold, ceramic, set with brilliant-cut 76 diamonds totaling 0.78 carat.",/content/dam/rcq/car/18/11/88/7/1811887.png
 N6039317,bracelets,Juste un Clou bracelet,35900.0,pink gold,"Juste un Clou bracelet, large model, 18K pink gold.",/content/dam/rcq/car/59/06/19/590619.png
 N6039717,bracelets,Juste un Clou bracelet,35900.0,yellow gold,"Juste un Clou bracelet, large model, 18K yellow gold.",/content/dam/rcq/car/58/31/84/583184.png
 N6711917,bracelets,Juste un Clou bracelet,87500.0,"pink gold, diamonds","Juste un Clou bracelet, large model, 18K pink gold, set with 236 brilliant-cut diamonds totaling 4.40 carats.",/content/dam/rcq/car/14/37/35/7/1437357.png
 HP601192,bracelets,Juste un Clou bracelet,312000.0,"white gold, diamonds","Bracelet - 18K white gold, 1,752 brilliant-cut diamonds totaling 27.60 carats.",/content/dam/rcq/car/59/05/32/590532.png
 H6004717,bracelets,Juste un Clou bracelet,331000.0,"white gold, diamonds","Juste un Clou cuff bracelet, 18K white gold, set with 2,352 brilliant-cut diamonds totaling 26.73 carats.",/content/dam/rcq/car/73/63/49/736349.png
 B6021300,bracelets,Santos de Cartier bracelet,3150.0,yellow gold,"Santos de Cartier bracelet, 18K yellow gold.",/content/dam/rcq/car/58/86/69/588669.png
 B6021400,bracelets,Santos de Cartier bracelet,3350.0,white gold,"Santos de Cartier bracelet, 18K white gold.",/content/dam/rcq/car/59/00/34/590034.png
 B6065417,bracelets,Maillon Panthère bracelet,6350.0,yellow gold,"Maillon Panthère bracelet, 18K yellow gold.",/content/dam/rcq/car/18/11/96/2/1811962.png
 B6065617,bracelets,Maillon Panthère bracelet,10600.0,yellow gold,"Maillon Panthère bracelet, 18K yellow gold.",/content/dam/rcq/car/18/11/96/3/1811963.png
 N6701000,bracelets,"Maillon Panthère thin bracelet, 3 diamond-paved rows",39700.0,"white gold, diamonds","Maillon Panthère bracelet, 18K white gold, set with 336 brilliant-cut diamonds totaling 2.41 carats.",/content/dam/rcq/car/58/79/21/587921.png
 B6063817,bracelets,Ecrou de Cartier bracelet,6600.0,yellow gold,"Ecrou de Cartier bracelet, 18K yellow gold.",/content/dam/rcq/car/16/41/70/7/1641707.png
 B6049617,bracelets,Ecrou de Cartier bracelet,7050.0,white gold,"Écrou de Cartier bracelet, 18K white gold. Width: 3.5mm.",/content/dam/rcq/car/10/57/68/8/1057688.png
 B6049517,bracelets,Ecrou de Cartier bracelet,6600.0,pink gold,"Écrou bracelet, 18K rose gold. Width: 3.5mm.",/content/dam/rcq/car/10/57/68/6/1057686.png
 N6714517,bracelets,Ecrou de Cartier bracelet,18700.0,"pink gold, diamonds","Ecrou de Cartier bracelet, 18K pink gold, set with 24 baguette-cut diamonds totaling 1.29 carats.",/content/dam/rcq/car/18/25/31/5/1825315.png
 B6064417,bracelets,Ecrou de Cartier bracelet,7050.0,white gold,"Ecrou de Cartier bracelet, 18K white gold, non-rhodium finish.",/content/dam/rcq/car/17/93/96/8/1793968.png
 B6040200,bracelets,Symbols bracelet,2200.0,"pink gold, diamonds","Hearts and Symbols bracelet, 18K pink gold, set with 11 brilliant-cut diamonds totaling 0.13 carat.",/content/dam/rcq/car/59/08/42/590842.png
 B6040400,bracelets,Symbols bracelet,2360.0,"white gold, diamonds","Hearts and Symbols bracelet, 18K white gold, set with 11 brilliant-cut diamonds totaling 0.13 carat.",/content/dam/rcq/car/58/33/64/583364.png
 N6713817,bracelets,Agrafe bracelet,21200.0,"pink gold, diamonds","Agrafe Résille bracelet, 18K pink gold, set with 67 brilliant-cut diamonds totaling 1.82 carats.",/content/dam/rcq/car/16/50/03/3/1650033.png
 N6713917,bracelets,Agrafe bracelet,33600.0,"pink gold, diamonds","Agrafe Résille bracelet, 18K pink gold, set with 77 brilliant-cut diamonds totaling 2.76 carats.",/content/dam/rcq/car/16/49/59/1/1649591.png
 H6020016,bracelets,Agrafe bracelet,96000.0,"white gold, diamonds","Agrafe Résille bracelet, 18K white gold, set with 459 brilliant-cut diamonds totaling 10.69 carats.",/content/dam/rcq/car/14/37/32/9/1437329.png
 H6001317,bracelets,Agrafe bracelet,58500.0,"pink gold, diamonds","Agrafe Résille bracelet, 18K pink gold, set with 175 brilliant-cut diamonds totaling 3.98 carats.",/content/dam/rcq/car/58/33/46/583346.png
 H6020116,bracelets,Agrafe bracelet,89500.0,"pink gold, diamonds","Agrafe Résille bracelet, 18K pink gold, set with 459 brilliant-cut diamonds totaling 10.69 carats.",/content/dam/rcq/car/14/37/33/0/1437330.png
 H6020117,bracelets,Agrafe bracelet,89500.0,"pink gold, diamonds","Agrafe Résille bracelet, 18K pink gold, set with 459 brilliant-cut diamonds totaling 10.69 carats.",/content/dam/rcq/car/14/37/33/0/1437330.png
 H6032417,bracelets,Pluie de Cartier bracelet,137000.0,"white gold, diamonds","Pluie de Cartier bracelet, 18K white gold, set with 342 brilliant-cut diamonds totaling 14.10 carats and 9 square-cut diamonds totaling 0.73 carat.",/content/dam/rcq/car/19/05/86/9/1905869.png
 HP601053,bracelets,Agrafe cuff bracelet,247000.0,"yellow gold, diamonds","Agrafe cuff bracelet - 18K yellow gold, 1,302 brilliant-cut diamonds totaling 30.28 carats.",/content/dam/rcq/car/66/28/58/662858.png
 HP601087,bracelets,Agrafe cuff bracelet,247000.0,"pink gold, diamonds","Agrafe cuff bracelet - 18K pink gold, 1,302 brilliant-cut diamonds totaling 30.28 carats.",/content/dam/rcq/car/58/66/96/586696.png
 H6024217,bracelets,Pluie de Cartier bracelet,114000.0,"white gold, diamonds","Pluie de Cartier bracelet, 18K white gold, set with 300 diamonds totaling 16.27 carats.",/content/dam/rcq/car/18/11/95/7/1811957.png
 N6713117,bracelets,Pluie de Cartier bracelet,153000.0,"white gold, diamonds","Pluie de Cartier bracelet, 18K white gold, set with 280 brilliant-cut diamonds totaling 16.20 carats.",/content/dam/rcq/car/16/40/34/5/1640345.png
 B6065217,bracelets,Clash de Cartier bracelet Medium Model,8750.0,pink gold,"Clash de Cartier bracelet, medium model, 18K pink gold. Width: 8mm",/content/dam/rcq/car/19/15/80/9/1915809.png
 B6065117,bracelets,Clash de Cartier bracelet Small Model,6600.0,pink gold,"Clash de Cartier bracelet, small model, 18K pink gold. Width: 6.4mm",/content/dam/rcq/car/19/15/80/6/1915806.png
 B6065717,bracelets,Clash de Cartier bracelet Medium Model,9350.0,white gold,"Clash de Cartier bracelet, medium model, rhodiumized 18K white gold. Width: 8mm",/content/dam/rcq/car/20/25/60/3/2025603.png
 N6715017,bracelets,Clash de Cartier bracelet Diamonds,25500.0,"pink gold, diamonds","Clash de Cartier bracelet, 18K pink gold, set with 51 brilliant-cut diamonds totaling 1.51 carats. Width: 6.8 mm.",/content/dam/rcq/car/19/15/81/4/1915814.png
 N6718417,bracelets,Clash de Cartier bracelet Large Model,56000.0,"pink gold, amazonite","Clash de Cartier bracelet, large model, 18K pink gold, amazonite.",/content/dam/rcq/car/19/80/12/1/1980121.png
 B3047100,necklaces,"Amulette de Cartier necklace, XS model",1900.0,"yellow gold, diamonds, white mother-of-pearl","Amulette de Cartier necklace, XS model, 18K yellow gold, set with a brilliant-cut diamond of 0.02 carats, white mother-of-pearl. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.",/content/dam/rcq/car/13/61/33/8/1361338.png
 B3047200,necklaces,"Amulette de Cartier necklace, XS model",1900.0,"pink gold, onyx, diamonds","Amulette de Cartier necklace, XS model, 18K pink gold, onyx, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.",/content/dam/rcq/car/13/61/33/9/1361339.png
 B7224550,necklaces,"Amulette de Cartier necklace, XS model",2180.0,"pink gold, malachite, diamond","Amulette de Cartier necklace, XS model, 18K pink gold, malachite, set with a brilliant-cut diamond of 0.02 carats.  Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.",/content/dam/rcq/car/13/61/41/7/1361417.png
 B7224569,necklaces,"Amulette de Cartier necklace, XS model",3500.0,"pink gold, onyx, white mother-of-pearl, diamond","Amulette de Cartier necklace, extra-small model, 18K pink gold, onyx, white mother-of-pearl, set with 2 brilliant-cut diamonds totaling 0.05 carats. Diameter of the motifs: 12 mm. Adjustable chain.",/content/dam/rcq/car/14/62/29/3/1462293.png
 B7224558,necklaces,"Amulette de Cartier necklace, small model",3650.0,"pink gold, onyx, diamond","Amulette de Cartier necklace, small model, 18K pink gold, set with a brilliant-cut diamond of 0.09 carats, onyx.",/content/dam/rcq/car/13/61/34/1/1361341.png
 B7224521,necklaces,"Amulette de Cartier necklace, small model",4900.0,"yellow gold, lapis lazuli, diamond","Amulette de Cartier necklace, small model, 18K yellow gold, lapis lazuli, set with a brilliant-cut diamond of 0.09 carats. Diameter of motif: 17 mm. Chain: 60 cm.",/content/dam/rcq/car/13/61/40/9/1361409.png
 B7224518,necklaces,"Amulette de Cartier necklace, XS model",2180.0,"pink gold, carnelian, diamond","Amulette de Cartier necklace, XS model, 18K pink gold, carnelian, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.",/content/dam/rcq/car/13/61/40/6/1361406.png
 B3153108,necklaces,"Amulette de Cartier necklace, XS model",2560.0,"yellow gold, lapis lazuli, diamond","Amulette de Cartier necklace, XS model, 18K yellow gold, lapis lazuli, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.",/content/dam/rcq/car/13/65/36/9/1365369.png
 B7224520,necklaces,"Amulette de Cartier necklace, XS model",2560.0,"yellow gold, chrysoprase, diamond","Amulette de Cartier necklace, XS model, 18K yellow gold, chrysoprase, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.",/content/dam/rcq/car/13/61/40/8/1361408.png
 B7224542,necklaces,"Amulette de Cartier necklace, small model",4200.0,"pink gold, malachite, diamond","Amulette de Cartier necklace, small model, 18K pink gold, malachite, set with a brilliant-cut diamond of 0.09 carats. Diameter of motif: 17 mm. Chain: 60 cm.",/content/dam/rcq/car/13/61/41/3/1361413.png
 B3047300,necklaces,"Amulette de Cartier necklace, XS model",4950.0,"white gold, diamonds","Amulette de Cartier necklace, XS model, 18K white gold, set with 20 brilliant-cut diamonds totaling 0.25 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm.",/content/dam/rcq/car/13/61/34/0/1361340.png
 B7212400,necklaces,Love necklace,2160.0,yellow gold,"Love necklace, 18K yellow gold. Inner diameter 8mm. Chain length: 440mm.",/content/dam/rcq/car/13/61/36/9/1361369.png
 B7014600,necklaces,"Love necklace, 3 diamonds",4250.0,"white gold, diamonds","Love necklace, 18K white gold, set with 3 brilliant-cut diamonds totaling 0.07 carats. Inner diameter 16mm. Chain length: 420mm.",/content/dam/rcq/car/13/61/35/1/1361351.png
 B7212300,necklaces,Love necklace,2160.0,pink gold,"Love necklace, 18K rose gold. Inner diameter 8mm. Chain length: 440mm.",/content/dam/rcq/car/13/61/36/8/1361368.png
 B7219500,necklaces,"Love necklace, 2 diamonds",2230.0,"yellow gold, diamonds","Love necklace, 18K yellow gold, set with 2 brilliant-cut diamonds totaling 0.03 carats. Inner diameter: 7.8 mm. Chain length: 392 mm.",/content/dam/rcq/car/13/61/38/2/1361382.png
 B7224509,necklaces,"Love necklace, 2 diamonds",2230.0,"pink gold, diamonds","Love necklace, 18K rose gold, set with 2 brilliant-cut diamonds totaling 0.03 carats. Inner diameter 7.8mm. Chain length: 392mm.",/content/dam/rcq/car/13/65/77/7/1365777.png
 B7212500,necklaces,Love necklace,2310.0,white gold,"Love necklace, 18K white gold. Inner diameter 8mm. Chain length: 440mm.",/content/dam/rcq/car/13/61/37/0/1361370.png
 B7219400,necklaces,"Love necklace, 2 diamonds",2390.0,"white gold, diamonds","Love necklace, 18K white gold, set with 2 brilliant-cut diamonds totaling 0.03 carats. Inner diameter: 7.8 mm. Chain length: 392 mm.",/content/dam/rcq/car/13/61/38/1/1361381.png
 B7014200,necklaces,Love necklace,3050.0,yellow gold,"Love necklace, 18K yellow gold. Inner diameter 16mm. Chain length: 420mm.",/content/dam/rcq/car/13/61/34/7/1361347.png
 B7014400,necklaces,Love necklace,3050.0,pink gold,"Love necklace, 18K rose gold. Inner diameter 16mm. Chain length: 420mm.",/content/dam/rcq/car/13/61/34/9/1361349.png
 B7219700,necklaces,"Love necklace, 6 diamonds",3150.0,"pink gold, white gold, diamonds","Love necklace, 18K rose gold, 18K white gold, set with 6 brilliant-cut diamonds totaling 0.01 carats. Mini cicle inner diameter: 5.6mm Baby love inner diameter: 8mm Chain length: 370mm.",/content/dam/rcq/car/13/61/38/3/1361383.png
 B7014300,necklaces,Love necklace,3250.0,white gold,"Love necklace, 18K white gold. Inner diameter 16mm. Chain length: 420mm.",/content/dam/rcq/car/13/61/34/8/1361348.png
 B7014500,necklaces,"Love necklace, 3 diamonds",4000.0,"yellow gold, diamonds","Love necklace, 18K yellow gold, set with 3 brilliant-cut diamonds totaling 0.07 carats. Inner diameter 16mm. Chain length: 420mm.",/content/dam/rcq/car/13/61/35/0/1361350.png
 B7014700,necklaces,"Love necklace, 3 diamonds",4000.0,"pink gold, diamonds","Love necklace, 18K rose gold, set with 3 brilliant-cut diamonds totaling 0.07 carats. Inner diameter 16mm. Chain length: 420mm.",/content/dam/rcq/car/13/61/35/2/1361352.png
 B7013800,necklaces,"Love necklace, diamonds",4200.0,"yellow gold, diamonds","Love necklace, 18K yellow gold, set with 18 brilliant-cut diamonds totaling 0.22 carats. Width: 2.65 mm. Inner diameter: 7.6 mm. Chain length: 420 mm.",/content/dam/rcq/car/13/61/34/5/1361345.png
 B7013900,necklaces,"Love necklace, diamonds",4200.0,"pink gold, diamonds","Love necklace, 18K rose gold, set with 18 brilliant-cut diamonds totaling 0.22 carats. Width: 2.65mm. Inner diameter 7.6mm. Chain length: 420mm.",/content/dam/rcq/car/13/61/34/6/1361346.png
 B7013700,necklaces,"Love necklace, diamonds",4500.0,"white gold, diamonds","Love necklace, 18K white gold, set with 18 brilliant-cut diamonds totaling 0.22 carats. Width: 2.65 mm. Inner diameter: 7.6 mm. Chain length: 420 mm.",/content/dam/rcq/car/13/61/34/4/1361344.png
 B7224528,necklaces,Love necklace,5050.0,"pink gold, diamonds","Love necklace, 18K pink gold, set with 48 brilliant-cut diamonds totaling 0.30 carats. Width: 2.65 mm. Inner diameter: 7.6 mm. Chain length: 420 mm.",/content/dam/rcq/car/14/48/15/4/1448154.png
 B7014900,necklaces,"Love necklace, 6 diamonds",5100.0,"white gold, diamonds","Love necklace, 18K white gold, set with 6 brilliant-cut diamonds totaling 0.15 carats. Inner diameter 16mm.",/content/dam/rcq/car/13/61/35/3/1361353.png
 B7216300,necklaces,"Love necklace, diamond-paved",5400.0,"white gold, diamonds","Love necklace, 18K white gold, set with 48 brilliant-cut diamonds totaling 0.30 carats. Inner diameter 7.7mm. Chain length: 380mm.",/content/dam/rcq/car/13/65/87/6/1365876.png
 B7058400,necklaces,"Love necklace, diamond-paved",7450.0,"yellow gold, diamonds","Love necklace, 18K yellow gold, set with 54 brilliant-cut diamonds totaling 0.34 carat.",/content/dam/rcq/car/13/61/35/7/1361357.png
 B7224527,necklaces,Love necklace,7450.0,"pink gold, diamonds","Love necklace, 18K rose gold, set with 54 brilliant-cut diamonds totaling 0.34 carats. Inner diameter 15.95mm. Chain length: 420mm.",/content/dam/rcq/car/90/23/82/902382.png
 B7058000,necklaces,"Love necklace, diamond-paved",8000.0,"white gold, diamonds","Love necklace, 18K white gold, set with 54 brilliant-cut diamonds totaling 0.34 carats. Inner diameter 15.95mm. Chain length: 420mm.",/content/dam/rcq/car/13/61/35/6/1361356.png
 N7424227,necklaces,Cactus de Cartier Necklace,16100.0,"yellow gold, diamonds","Cactus de Cartier necklace, 18K yellow gold, set with 6 brilliant-cut diamonds totaling 0.40 carat.",/content/dam/rcq/car/13/61/63/8/1361638.png
 N7424240,necklaces,Cactus de Cartier Necklace,16100.0,"pink gold, spinels, diamonds","Cactus de Cartier necklace, 18K pink gold, set with 8 spinels and 11 brilliant-cut diamonds totaling 0.19 carats.",/content/dam/rcq/car/14/69/52/9/1469529.png
 N7424289,necklaces,Cactus de Cartier Necklace,46900.0,"yellow gold, diamonds","Cactus de Cartier necklace, 18K yellow gold, set with 123 brilliant-cut diamonds totaling 2.90 carats.",/content/dam/rcq/car/16/49/63/9/1649639.png
 B7224584,necklaces,Cactus de Cartier Necklace,2960.0,"yellow gold, diamonds","Cactus de Cartier necklace, 18K yellow gold, set with 1 brilliant-cut diamond of 0.01 carats.",/content/dam/rcq/car/16/48/37/0/1648370.png
 B7224562,necklaces,Cactus de Cartier Necklace,4200.0,"pink gold, diamond","Cactus de Cartier necklace, 18K pink gold, set with 1 brilliant-cut diamond totaling 0.018 carats.",/content/dam/rcq/car/14/69/52/8/1469528.png
 N7424286,necklaces,Cactus de Cartier Necklace,8150.0,"yellow gold, aventurine, diamonds","Cactus de Cartier necklace, 18K yellow gold, set with 2 aventurines and 5 brilliant-cut diamonds totaling 0.09 carats.",/content/dam/rcq/car/16/49/63/7/1649637.png
 H7000320,necklaces,Cactus de Cartier Necklace,263000.0,"yellow gold, chrysoprase, lapis lazuli, diamonds","Cactus de Cartier necklace, 18K yellow gold, set with 80 chrysoprases, 77 lapis lazulis and 260 brilliant-cut diamonds totaling 5.18 carats.",/content/dam/rcq/car/16/49/63/5/1649635.png
 H7000156,necklaces,Cactus de Cartier Necklace,342000.0,"yellow gold, emeralds, diamonds","Cactus de Cartier necklace, 18K yellow gold, emeralds, set with 204 brilliant-cut diamonds totaling 8.00 carats.",/content/dam/rcq/car/10/54/18/9/1054189.png
 N7424212,necklaces,Panthère de Cartier necklace,82500.0,"white gold, emeralds, diamonds, onyx","Panthère de Cartier necklace, 18K white gold, set with 309 brilliant-cut diamonds totaling 3.24 carats, emerald eyes, onyx.",/content/dam/rcq/car/13/61/62/7/1361627.png
 B7224600,necklaces,Panthère de Cartier necklace,9250.0,"white gold, black lacquer, emeralds, diamonds","Panthère de Cartier necklace, 18K white gold, black lacquer, set with 77 brilliant-cut diamonds (0.31 carats) and emeralds.",/content/dam/rcq/car/13/61/41/8/1361418.png
 B7224538,necklaces,Panthère de Cartier necklace,9350.0,"pink gold, tsavorite garnets, diamonds","Panthère de Cartier necklace, 18K pink gold, black lacquer, set with a tsavorite garnet and 19 brilliant-cut diamonds totaling 0.07 carats.",/content/dam/rcq/car/16/48/36/9/1648369.png
 B7224539,necklaces,Panthère de Cartier necklace,9350.0,"pink gold, tsavorite garnets, diamonds","Panthère de Cartier necklace, 18K pink gold, black lacquer, set with a tsavorite garnet and 19 brilliant-cut diamonds totaling 0.07 carats.",/content/dam/rcq/car/16/48/36/9/1648369.png
 B7224737,necklaces,Panthère de Cartier necklace,9350.0,"yellow gold, tsavorite garnets, diamonds","Panthère de Cartier necklace, 18K yellow gold, black lacquer, set with one tsavorite garnet and 19 brilliant-cut diamonds totaling 0.07 carats.",/content/dam/rcq/car/16/49/63/3/1649633.png
 B7224738,necklaces,Panthère de Cartier necklace,9350.0,"yellow gold, tsavorite garnets, diamonds","Panthère de Cartier necklace, 18K yellow gold, black lacquer, set with one tsavorite garnet and 19 brilliant-cut diamonds totaling 0.07 carats.",/content/dam/rcq/car/16/49/60/0/1649600.png
 N7424210,necklaces,Panthère de Cartier necklace,18400.0,"yellow gold, tsavorite garnets, onyx","Panthère de Cartier necklace, 18K yellow gold, set with tsavorite garnets and an onyx nose.",/content/dam/rcq/car/13/61/62/5/1361625.png
 N7424121,necklaces,Panthère de Cartier necklace,24000.0,"yellow gold, black lacquer, tsavorite garnets, onyx, diamonds","Panthère de Cartier necklace, 18K yellow gold, black lacquer, set with 36 brilliant-cut diamonds (0.24 carats), tsavorite garnets and onyx.",/content/dam/rcq/car/13/66/43/5/1366435.png
 N7424239,necklaces,Panthère de Cartier necklace,24000.0,"pink gold, tsavorite garnets, onyx, black lacquer, diamonds.","Panthère de Cartier necklace, 18K pink gold, black lacquer, set with 36 brilliant-cut diamonds (0.24 carats), tsavorite garnets and onyx.",/content/dam/rcq/car/14/65/62/8/1465628.png
 N7059200,necklaces,Panthère de Cartier necklace,25900.0,"yellow gold, lacquer, diamonds, tsavorite garnet","Necklace, 18K yellow gold, black lacquer, set with 32 brilliant-cut diamonds totaling 0.23 carat. Tsavorite garnet, onyx.",/content/dam/rcq/car/13/61/57/1/1361571.png
 N7424127,necklaces,Panthère de Cartier necklace,27300.0,"white gold, diamonds, emeralds, onyx","Necklace, 18K white gold, set with 258 brilliant-cut diamonds totaling 1.69 carats. Emeralds, onyx.",/content/dam/rcq/car/13/61/58/6/1361586.png
 N7424120,necklaces,Panthère de Cartier necklace,28200.0,"yellow gold, black lacquer, citrine, tsavorite garnets, diamonds","Panthère de Cartier necklace, 18K yellow gold, black lacquer, set with a citrine bead, tsavorite garnets and 5 brilliant-cut diamonds totaling 0.05 carat.",/content/dam/rcq/car/13/61/58/5/1361585.png
 N7408338,necklaces,Panthère de Cartier necklace,29600.0,"yellow gold, lacquer, diamonds, tsavorite garnet, onyx","Necklace, 18K yellow gold, black lacquer, set with 3 brilliant-cut diamonds totaling 0.16 carats. Tsavorite garnet, onyx.",/content/dam/rcq/car/13/66/34/0/1366340.png
 N7424209,necklaces,Panthère de Cartier necklace,52000.0,"white gold, emeralds, diamonds, onyx","Panthère de Cartier necklace, 18K white gold, set with 347 brilliant-cut diamonds totaling 0.93 carats, emeralds, onyx.",/content/dam/rcq/car/13/61/62/2/1361622.png
 N7424119,necklaces,Panthère de Cartier necklace,100000.0,"white gold, emeralds, onyx","Panthère de Cartier necklace, 18K white gold, set with 491 brilliant-cut diamonds totaling 3.39 carats, a faceted onyx bead, emeralds and onyx.",/content/dam/rcq/car/13/61/58/4/1361584.png
 B7224700,necklaces,Panthère de Cartier necklace,2990.0,"pink gold, black lacquer, tsavorite garnets","Panthère de Cartier necklace, 18K pink gold, black lacquer, tsavorite garnets.",/content/dam/rcq/car/13/61/41/9/1361419.png
 B7221900,necklaces,Panthère de Cartier necklace,8250.0,"yellow gold, tsavorite garnets, onyx","Panthère de Cartier necklace, 18K yellow gold. Tsavorite garnets, onyx.",/content/dam/rcq/car/13/61/39/1/1361391.png
 N7424211,necklaces,Panthère de Cartier necklace,19700.0,"non-rhodiumized white gold, tsavorite garnets, onyx","Panthère de Cartier necklace, non-rhodiumized 18K white gold, set with tsavorite garnets and an onyx nose.",/content/dam/rcq/car/13/61/62/6/1361626.png
 N7412900,necklaces,Panthère de Cartier necklace,25500.0,"yellow gold, ceramic, lacquer, tsavorite garnet, diamonds","18K yellow gold necklace set with ceramic ring, black lacquer spots, onyx nose, tsavorite garnet eyes and diamonds.",/content/dam/rcq/car/13/61/57/7/1361577.png
 N7219900,necklaces,Panthère de Cartier necklace,27300.0,"white gold, diamonds, emeralds, onyx","Necklace, 18K white gold, set with 258 brilliant-cut diamonds totaling 1.69 carats. Emeralds, onyx.",/content/dam/rcq/car/13/66/28/2/1366282.png
 N7424122,necklaces,Panthère de Cartier necklace,40900.0,"white gold, black lacquer, emeralds, onyx, diamonds","Panthère de Cartier necklace, 18K white gold, black lacquer, set with 176 brilliant-cut diamonds (1.10 carats), emeralds and onyx.",/content/dam/rcq/car/13/66/43/7/1366437.png
