id,season,match_no,date,player_name,comment,R,B,M,fours,sixs,SR
230,2015/16,4th,Nov 23 2015,Lendl Simmons,,19,21,39,3,0,90.47
226,2015/16,8th,Nov 25 2015,Al-Amin Hossain,not out ,0,4,4,0,0,0.00
233,2015/16,1st,Nov 22 2015,Shakib Al Hasan,,1,6,5,0,0,16.66
228,2015/16,6th,Nov 24 2015,Dilshan Munaweera,,36,31,60,6,0,116.12
232,2015/16,2nd,Nov 22 2015,Kumar Sangakkara,,25,29,56,0,1,86.20
227,2015/16,7th,Nov 25 2015,Mosaddek Hossain,,3,8,10,0,0,37.50
225,2015/16,9th,Nov 26 2015,Abu Jayed,not out ,0,0,1,0,0,-
224,2015/16,10th,Nov 26 2015,Saeed Ajmal,,4,6,7,1,0,66.66
223,2015/16,11th,Nov 27 2015,Abu Jayed,not out ,0,2,5,0,0,0.00
231,2015/16,3rd,Nov 23 2015,Mohammad Shahid,,3,4,9,0,0,75.00
220,2015/16,14th,Nov 30 2015,Mushfiqur Rahim,,47,31,51,4,0,151.61
222,2015/16,12th,Nov 27 2015,Mushfiqur Rahim,,23,22,29,3,0,104.54
221,2015/16,13th,Nov 30 2015,Tillakaratne Dilshan,,19,12,25,4,0,158.33
219,2015/16,15th, Dec 1 2015,Soumya Sarkar,not out ,58,56,80,8,1,103.57
230,2015/16,4th,Nov 23 2015,Soumya Sarkar,,17,7,11,4,0,242.85
226,2015/16,8th,Nov 25 2015,Imrul Kayes,,13,14,19,2,0,92.85
233,2015/16,1st,Nov 22 2015,Al-Amin,,38,28,32,3,1,135.71
228,2015/16,6th,Nov 24 2015,Mominul Haque,,2,6,8,0,0,33.33
232,2015/16,2nd,Nov 22 2015,Mosaddek Hossain,,7,14,31,0,0,50.00
227,2015/16,7th,Nov 25 2015,Ryan ten Doeschate,,8,14,26,0,0,57.14
225,2015/16,9th,Nov 26 2015,Dilshan Munaweera,,17,11,12,2,1,154.54
224,2015/16,10th,Nov 26 2015,Shykat Ali,,23,17,29,2,1,135.29
223,2015/16,11th,Nov 27 2015,Imrul Kayes,not out ,24,29,51,2,1,82.75
231,2015/16,3rd,Nov 23 2015,Ajantha Mendis,not out ,1,6,17,0,0,16.66
220,2015/16,14th,Nov 30 2015,Hammad Azam,,13,6,9,1,1,216.66
222,2015/16,12th,Nov 27 2015,Ravi Bopara,,5,6,11,0,0,83.33
221,2015/16,13th,Nov 30 2015,Kamran Akmal,,0,1,5,0,0,0.00
219,2015/16,15th, Dec 1 2015,Shakib Al Hasan,not out ,1,2,7,0,0,50.00
230,2015/16,4th,Nov 23 2015,Shakib Al Hasan,,6,12,15,0,0,50.00
226,2015/16,8th,Nov 25 2015,Mahmudul Hasan,,31,43,56,4,0,72.09
233,2015/16,1st,Nov 22 2015,Thisara Perera,,43,17,34,4,3,252.94
228,2015/16,6th,Nov 24 2015,Ravi Bopara,,4,3,7,1,0,133.33
232,2015/16,2nd,Nov 22 2015,Ryan ten Doeschate,not out ,8,10,17,0,0,80.00
227,2015/16,7th,Nov 25 2015,Nasir Hossain,,15,20,35,0,0,75.00
225,2015/16,9th,Nov 26 2015,Josh Cobb,,0,1,1,0,0,0.00
224,2015/16,10th,Nov 26 2015,Shadman Islam,,45,47,72,6,0,95.74
223,2015/16,11th,Nov 27 2015,Mahmudul Hasan,,11,18,22,2,0,61.11
220,2015/16,14th,Nov 30 2015,Shehan Jayasuriya,,1,2,6,0,0,50.00
222,2015/16,12th,Nov 27 2015,Nurul Hasan,not out ,35,22,49,1,2,159.09
