ISO country code,Country,Sub-national region,World region,MPI National,MPI Regional,Headcount Ratio Regional,Intensity of deprivation Regional
TTO,Trinidad and Tobago,North West,Latin America and Caribbean,0.02,0.023,6.4,35.2
TTO,Trinidad and Tobago,Eastern,Latin America and Caribbean,0.02,0.026000000000000002,7.2,35.9
TTO,Trinidad and Tobago,North Central,Latin America and Caribbean,0.02,0.02,5.7,34.4
TTO,Trinidad and Tobago,South West,Latin America and Caribbean,0.02,0.016,4.3,36.2
TTO,Trinidad and Tobago,Tobago,Latin America and Caribbean,0.02,0.019,5.4,34.3
TZA,"Tanzania, United Republic of",Central,Sub-Saharan Africa,0.284,0.332,66.1,50.2
TZA,"Tanzania, United Republic of",Eastern,Sub-Saharan Africa,0.284,0.145,31.7,45.6
TZA,"Tanzania, United Republic of",Lake,Sub-Saharan Africa,0.284,0.34600000000000003,66.7,51.9
TZA,"Tanzania, United Republic of",Northern,Sub-Saharan Africa,0.284,0.2,41.6,48.0
TZA,"Tanzania, United Republic of",South West Highlands,Sub-Saharan Africa,0.284,0.312,64.2,48.6
TZA,"Tanzania, United Republic of",Southern,Sub-Saharan Africa,0.284,0.29600000000000004,61.8,47.9
TZA,"Tanzania, United Republic of",Southern Highlands,Sub-Saharan Africa,0.284,0.226,50.3,44.9
TZA,"Tanzania, United Republic of",Western,Sub-Saharan Africa,0.284,0.397,72.1,55.1
TZA,"Tanzania, United Republic of",Zanzibar,Sub-Saharan Africa,0.284,0.14300000000000002,30.5,46.9
UGA,Uganda,Kampala,Sub-Saharan Africa,0.36700000000000005,0.076,17.3,43.9
UGA,Uganda,Central 1,Sub-Saharan Africa,0.36700000000000005,0.3,59.5,50.4
UGA,Uganda,Central 2,Sub-Saharan Africa,0.36700000000000005,0.294,61.0,48.3
UGA,Uganda,East Central,Sub-Saharan Africa,0.36700000000000005,0.371,74.7,49.7
UGA,Uganda,Eastern,Sub-Saharan Africa,0.36700000000000005,0.41700000000000004,81.7,51.1
UGA,Uganda,North,Sub-Saharan Africa,0.36700000000000005,0.431,78.0,55.2
UGA,Uganda,Karamoja,Sub-Saharan Africa,0.36700000000000005,0.634,96.5,65.7
UGA,Uganda,West Nile,Sub-Saharan Africa,0.36700000000000005,0.484,84.9,57.0
UGA,Uganda,Western,Sub-Saharan Africa,0.36700000000000005,0.34600000000000003,67.9,50.9
UGA,Uganda,Southwest,Sub-Saharan Africa,0.36700000000000005,0.4,74.6,53.6
UZB,Uzbekistan,Western,Europe and Central Asia,0.008,0.006999999999999999,2.0,34.3
UZB,Uzbekistan,Central,Europe and Central Asia,0.008,0.011000000000000001,3.2,36.0
UZB,Uzbekistan,Southern,Europe and Central Asia,0.008,0.016,4.1,38.6
UZB,Uzbekistan,Central-Eastern,Europe and Central Asia,0.008,0.004,1.1,34.7
UZB,Uzbekistan,Eastern,Europe and Central Asia,0.008,0.006,1.7,34.4
UZB,Uzbekistan,Tashkent,Europe and Central Asia,0.008,0.001,0.4,33.3
VNM,Viet Nam,Red River Delta,East Asia and the Pacific,0.028999999999999998,0.013000000000000001,3.8,34.8
VNM,Viet Nam,Northern Midlands and Mountain area,East Asia and the Pacific,0.028999999999999998,0.064,14.4,44.7
VNM,Viet Nam,North Central and Central Coastal area,East Asia and the Pacific,0.028999999999999998,0.024,6.3,38.8
VNM,Viet Nam,Central Highlands,East Asia and the Pacific,0.028999999999999998,0.057,12.8,44.3
VNM,Viet Nam,South East,East Asia and the Pacific,0.028999999999999998,0.017,4.4,39.1
VNM,Viet Nam,Mekong River Delta,East Asia and the Pacific,0.028999999999999998,0.03,7.5,39.7
YEM,Yemen,Ibb,Arab States,0.23600000000000002,0.2,41.9,47.7
YEM,Yemen,Abyan,Arab States,0.23600000000000002,0.136,29.8,45.7
YEM,Yemen,Sanaa City,Arab States,0.23600000000000002,0.057,14.3,39.6
YEM,Yemen,Al-Baidha,Arab States,0.23600000000000002,0.191,38.0,50.3
YEM,Yemen,Taiz,Arab States,0.23600000000000002,0.207,41.4,50.1
YEM,Yemen,Al-Jawf,Arab States,0.23600000000000002,0.214,46.4,46.1
YEM,Yemen,Hajjah,Arab States,0.23600000000000002,0.447,76.0,58.8
YEM,Yemen,Al-Hodiedah,Arab States,0.23600000000000002,0.34299999999999997,62.2,55.1
YEM,Yemen,Hadramout,Arab States,0.23600000000000002,0.12,26.5,45.1
YEM,Yemen,Dhamar,Arab States,0.23600000000000002,0.325,60.9,53.4
YEM,Yemen,Shabwah,Arab States,0.23600000000000002,0.163,36.6,44.4
YEM,Yemen,Sadah,Arab States,0.23600000000000002,0.278,56.1,49.5
YEM,Yemen,Sanaa,Arab States,0.23600000000000002,0.255,51.5,49.6
YEM,Yemen,Aden,Arab States,0.23600000000000002,0.062,15.0,41.1
YEM,Yemen,Lahj,Arab States,0.23600000000000002,0.17600000000000002,36.3,48.4
YEM,Yemen,Mareb,Arab States,0.23600000000000002,0.214,45.9,46.7
YEM,Yemen,Al-Mhweit,Arab States,0.23600000000000002,0.349,64.6,54.0
YEM,Yemen,Al-Mhrah,Arab States,0.23600000000000002,0.105,21.6,48.8
YEM,Yemen,Amran,Arab States,0.23600000000000002,0.322,60.2,53.6
YEM,Yemen,Aldhalae,Arab States,0.23600000000000002,0.2,42.4,47.1
YEM,Yemen,Reimah,Arab States,0.23600000000000002,0.381,72.4,52.6
ZMB,Zambia,Central,Sub-Saharan Africa,0.281,0.292,59.9,48.8
ZMB,Zambia,Copperbelt,Sub-Saharan Africa,0.281,0.158,34.1,46.3
ZMB,Zambia,Eastern,Sub-Saharan Africa,0.281,0.369,71.4,51.7
ZMB,Zambia,Luapula,Sub-Saharan Africa,0.281,0.392,75.9,51.6
ZMB,Zambia,Lusaka,Sub-Saharan Africa,0.281,0.11199999999999999,26.0,42.9
ZMB,Zambia,Muchinga,Sub-Saharan Africa,0.281,0.368,72.0,51.2
ZMB,Zambia,Northern,Sub-Saharan Africa,0.281,0.397,75.6,52.6
ZMB,Zambia,North Western,Sub-Saharan Africa,0.281,0.33399999999999996,67.3,49.7
ZMB,Zambia,Southern,Sub-Saharan Africa,0.281,0.301,62.1,48.5
ZMB,Zambia,Western,Sub-Saharan Africa,0.281,0.39899999999999997,76.2,52.3
ZWE,Zimbabwe,Bulawayo,Sub-Saharan Africa,0.152,0.013999999999999999,3.8,36.8
ZWE,Zimbabwe,Harare,Sub-Saharan Africa,0.152,0.038,9.6,39.8
ZWE,Zimbabwe,Manicaland,Sub-Saharan Africa,0.152,0.168,39.1,42.9
ZWE,Zimbabwe,Mashonaland Central,Sub-Saharan Africa,0.152,0.21,48.0,43.8
ZWE,Zimbabwe,Mashonaland East,Sub-Saharan Africa,0.152,0.14,33.5,41.9
ZWE,Zimbabwe,Mashonaland West,Sub-Saharan Africa,0.152,0.192,43.7,44.1
ZWE,Zimbabwe,Masvingo,Sub-Saharan Africa,0.152,0.174,38.9,44.7
ZWE,Zimbabwe,Matabeleland North,Sub-Saharan Africa,0.152,0.23800000000000002,53.4,44.5
ZWE,Zimbabwe,Matabeleland South,Sub-Saharan Africa,0.152,0.16399999999999998,38.2,42.8
ZWE,Zimbabwe,Midlands,Sub-Saharan Africa,0.152,0.17600000000000002,40.5,43.5
